dataset_id,english_file,chinese_file,rows,columns,source_paths,first_year_detected,latest_year_detected,coverage_status,checked_at
SPEARMAN_CRITIC_CRITERION_RESULTS__CRITERION_WEIGHTS__fdc49be3,data_processed/english/SPEARMAN_CRITIC_CRITERION_RESULTS__CRITERION_WEIGHTS__fdc49be3_en.csv,data_processed/chinese/SPEARMAN_CRITIC_CRITERION_RESULTS__CRITERION_WEIGHTS__fdc49be3_cn.csv,16,4,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_CRITERION_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SPEARMAN_CRITIC_CRITERION_RESULTS__GLOBAL_WEIGHTS__fdc49be3,data_processed/english/SPEARMAN_CRITIC_CRITERION_RESULTS__GLOBAL_WEIGHTS__fdc49be3_en.csv,data_processed/chinese/SPEARMAN_CRITIC_CRITERION_RESULTS__GLOBAL_WEIGHTS__fdc49be3_cn.csv,16,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_CRITERION_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SPEARMAN_CRITIC_CRITERION_RESULTS__RAW_DATA__fdc49be3,data_processed/english/SPEARMAN_CRITIC_CRITERION_RESULTS__RAW_DATA__fdc49be3_en.csv,data_processed/chinese/SPEARMAN_CRITIC_CRITERION_RESULTS__RAW_DATA__fdc49be3_cn.csv,558,20,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_CRITERION_RESULTS.xlsx,2007.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SPEARMAN_CRITIC_CRITERION_RESULTS__SPEARMAN_CORR__fdc49be3,data_processed/english/SPEARMAN_CRITIC_CRITERION_RESULTS__SPEARMAN_CORR__fdc49be3_en.csv,data_processed/chinese/SPEARMAN_CRITIC_CRITERION_RESULTS__SPEARMAN_CORR__fdc49be3_cn.csv,16,17,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_CRITERION_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SPEARMAN_CRITIC_CRITERION_RESULTS__STANDARDIZED__fdc49be3,data_processed/english/SPEARMAN_CRITIC_CRITERION_RESULTS__STANDARDIZED__fdc49be3_en.csv,data_processed/chinese/SPEARMAN_CRITIC_CRITERION_RESULTS__STANDARDIZED__fdc49be3_cn.csv,558,16,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_CRITERION_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SPEARMAN_CRITIC_RESULTS__RAW_DATA__81548a49,data_processed/english/SPEARMAN_CRITIC_RESULTS__RAW_DATA__81548a49_en.csv,data_processed/chinese/SPEARMAN_CRITIC_RESULTS__RAW_DATA__81548a49_cn.csv,558,20,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_RESULTS.xlsx,2007.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SPEARMAN_CRITIC_RESULTS__SCORES__81548a49,data_processed/english/SPEARMAN_CRITIC_RESULTS__SCORES__81548a49_en.csv,data_processed/chinese/SPEARMAN_CRITIC_RESULTS__SCORES__81548a49_cn.csv,558,21,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_RESULTS.xlsx,2007.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SPEARMAN_CRITIC_RESULTS__SPEARMAN_CORR__81548a49,data_processed/english/SPEARMAN_CRITIC_RESULTS__SPEARMAN_CORR__81548a49_en.csv,data_processed/chinese/SPEARMAN_CRITIC_RESULTS__SPEARMAN_CORR__81548a49_cn.csv,16,17,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SPEARMAN_CRITIC_RESULTS__STANDARDIZED__81548a49,data_processed/english/SPEARMAN_CRITIC_RESULTS__STANDARDIZED__81548a49_en.csv,data_processed/chinese/SPEARMAN_CRITIC_RESULTS__STANDARDIZED__81548a49_cn.csv,558,16,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
SPEARMAN_CRITIC_RESULTS__WEIGHTS__81548a49,data_processed/english/SPEARMAN_CRITIC_RESULTS__WEIGHTS__81548a49_en.csv,data_processed/chinese/SPEARMAN_CRITIC_RESULTS__WEIGHTS__81548a49_cn.csv,16,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/SPEARMAN_CRITIC_RESULTS.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
TABLE_A3_SUBSYSTEM_CORRELATION__Coefficients__81529fcc,data_processed/english/TABLE_A3_SUBSYSTEM_CORRELATION__Coefficients__81529fcc_en.csv,data_processed/chinese/TABLE_A3_SUBSYSTEM_CORRELATION__Coefficients__81529fcc_cn.csv,10,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/CORRELATION_RESULTS/TABLE_A3_SUBSYSTEM_CORRELATION.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
TABLE_A3_SUBSYSTEM_CORRELATION__P_Values__81529fcc,data_processed/english/TABLE_A3_SUBSYSTEM_CORRELATION__P_Values__81529fcc_en.csv,data_processed/chinese/TABLE_A3_SUBSYSTEM_CORRELATION__P_Values__81529fcc_cn.csv,10,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/CORRELATION_RESULTS/TABLE_A3_SUBSYSTEM_CORRELATION.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
TABLE_A3_SUBSYSTEM_CORRELATION__Sample_Size__81529fcc,data_processed/english/TABLE_A3_SUBSYSTEM_CORRELATION__Sample_Size__81529fcc_en.csv,data_processed/chinese/TABLE_A3_SUBSYSTEM_CORRELATION__Sample_Size__81529fcc_cn.csv,10,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/CORRELATION_RESULTS/TABLE_A3_SUBSYSTEM_CORRELATION.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
TABLE_A3_SUBSYSTEM_CORRELATION__Table_A3__81529fcc,data_processed/english/TABLE_A3_SUBSYSTEM_CORRELATION__Table_A3__81529fcc_en.csv,data_processed/chinese/TABLE_A3_SUBSYSTEM_CORRELATION__Table_A3__81529fcc_cn.csv,10,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/CORRELATION_RESULTS/TABLE_A3_SUBSYSTEM_CORRELATION.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Index_and_Rank__8ff79ff4,data_processed/english/TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Index_and_Rank__8ff79ff4_en.csv,data_processed/chinese/TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Index_and_Rank__8ff79ff4_cn.csv,558,15,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/LEAVE_ONE_INDICATOR_OUT_RESULTS/TABLE_A4_LEAVE_ONE_INDICATOR_OUT.xlsx,2007.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Table_A4__8ff79ff4,data_processed/english/TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Table_A4__8ff79ff4_en.csv,data_processed/chinese/TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Table_A4__8ff79ff4_cn.csv,3,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/LEAVE_ONE_INDICATOR_OUT_RESULTS/TABLE_A4_LEAVE_ONE_INDICATOR_OUT.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Weights__8ff79ff4,data_processed/english/TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Weights__8ff79ff4_en.csv,data_processed/chinese/TABLE_A4_LEAVE_ONE_INDICATOR_OUT__Weights__8ff79ff4_cn.csv,60,6,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/LEAVE_ONE_INDICATOR_OUT_RESULTS/TABLE_A4_LEAVE_ONE_INDICATOR_OUT.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
URBAN_RURAL_INDICATORS__Sheet1__ebb90003,data_processed/english/URBAN_RURAL_INDICATORS__Sheet1__ebb90003_en.csv,data_processed/chinese/URBAN_RURAL_INDICATORS__Sheet1__ebb90003_cn.csv,558,6,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/two_indicators_output/URBAN_RURAL_INDICATORS.xlsx,2007.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
URBAN_RURAL_INDICATORS__data__2e29d4d0,data_processed/english/URBAN_RURAL_INDICATORS__data__2e29d4d0_en.csv,data_processed/chinese/URBAN_RURAL_INDICATORS__data__2e29d4d0_cn.csv,558,6,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/two_indicators_output/URBAN_RURAL_INDICATORS.csv,2007.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
URIR_REPC_INTERPOLATED__Sheet1__77b9c381,data_processed/english/URIR_REPC_INTERPOLATED__Sheet1__77b9c381_en.csv,data_processed/chinese/URIR_REPC_INTERPOLATED__Sheet1__77b9c381_cn.csv,558,6,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/URIR_REPC_INTERPOLATED.xlsx,2007.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
data1__data__b040c01b,data_processed/english/data1__data__b040c01b_en.csv,data_processed/chinese/data1__data__b040c01b_cn.csv,360,12,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/data1.dta,2009.0,2020.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
data__Sheet1__4016b030,data_processed/english/data__Sheet1__4016b030_en.csv,data_processed/chinese/data__Sheet1__4016b030_cn.csv,52,3,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/data.xlsx,2010.0,2061.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
data__Sheet1__c01e7593,data_processed/english/data__Sheet1__c01e7593_en.csv,data_processed/chinese/data__Sheet1__c01e7593_cn.csv,29,10,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/3类/data.xlsx; source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/5类/data.xlsx; source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/4类/data.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
data__Sheet2__c01e7593,data_processed/english/data__Sheet2__c01e7593_en.csv,data_processed/chinese/data__Sheet2__c01e7593_cn.csv,29,30,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/3类/data.xlsx; source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/5类/data.xlsx; source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/4类/data.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
data_for_res__RAW_DATA__bc824540,data_processed/english/data_for_res__RAW_DATA__bc824540_en.csv,data_processed/chinese/data_for_res__RAW_DATA__bc824540_cn.csv,558,20,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/data for res.xlsx,2007.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
data_for_res__SCORES__bc824540,data_processed/english/data_for_res__SCORES__bc824540_en.csv,data_processed/chinese/data_for_res__SCORES__bc824540_cn.csv,558,21,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/data for res.xlsx,2007.0,2024.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
data_for_res__SPEARMAN_CORR__bc824540,data_processed/english/data_for_res__SPEARMAN_CORR__bc824540_en.csv,data_processed/chinese/data_for_res__SPEARMAN_CORR__bc824540_cn.csv,16,17,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/data for res.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
data_for_res__STANDARDIZED__bc824540,data_processed/english/data_for_res__STANDARDIZED__bc824540_en.csv,data_processed/chinese/data_for_res__STANDARDIZED__bc824540_cn.csv,558,16,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/data for res.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
data_for_res__WEIGHTS__bc824540,data_processed/english/data_for_res__WEIGHTS__bc824540_en.csv,data_processed/chinese/data_for_res__WEIGHTS__bc824540_cn.csv,16,5,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/data for res.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__GDP__0eb92548,data_processed/english/dataset__GDP__0eb92548_en.csv,data_processed/chinese/dataset__GDP__0eb92548_cn.csv,651,5,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/所有省级矩阵汇总(按需自取).xlsx,2000.0,2020.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__GDP__32616bcb,data_processed/english/dataset__GDP__32616bcb_en.csv,data_processed/chinese/dataset__GDP__32616bcb_cn.csv,278,279,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/赠送的部分地级市矩阵/中国各城市空间权重矩阵.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet1__090e9e74,data_processed/english/dataset__Sheet1__090e9e74_en.csv,data_processed/chinese/dataset__Sheet1__090e9e74_cn.csv,360,7,source_snapshots/DEI-CEI/碳排放.xlsx,2011.0,2022.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet1__15d31682,data_processed/english/dataset__Sheet1__15d31682_en.csv,data_processed/chinese/dataset__Sheet1__15d31682_cn.csv,11,5,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/初始数据.xlsx,2010.0,2020.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet1__28d100d6,data_processed/english/dataset__Sheet1__28d100d6_en.csv,data_processed/chinese/dataset__Sheet1__28d100d6_cn.csv,10,12,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/主成分分析数据集.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet1__58a300bd,data_processed/english/dataset__Sheet1__58a300bd_en.csv,data_processed/chinese/dataset__Sheet1__58a300bd_cn.csv,12,7,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/无光伏发电引入数据.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet1__669e38af,data_processed/english/dataset__Sheet1__669e38af_en.csv,data_processed/chinese/dataset__Sheet1__669e38af_cn.csv,17,3,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/指标频数.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet1__89bc2204,data_processed/english/dataset__Sheet1__89bc2204_en.csv,data_processed/chinese/dataset__Sheet1__89bc2204_cn.csv,24,18,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/导入数据.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet1__a1e543fd,data_processed/english/dataset__Sheet1__a1e543fd_en.csv,data_processed/chinese/dataset__Sheet1__a1e543fd_cn.csv,360,16,source_snapshots/DEI-CEI/数字经济.xlsx,2011.0,2022.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet1__a64f2d80,data_processed/english/dataset__Sheet1__a64f2d80_en.csv,data_processed/chinese/dataset__Sheet1__a64f2d80_cn.csv,25,17,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/总表.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet1__ccf6f53a,data_processed/english/dataset__Sheet1__ccf6f53a_en.csv,data_processed/chinese/dataset__Sheet1__ccf6f53a_cn.csv,24,25,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/数据预处理后结果.xlsx,2000.0,2023.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet1__d6972a62,data_processed/english/dataset__Sheet1__d6972a62_en.csv,data_processed/chinese/dataset__Sheet1__d6972a62_cn.csv,24,33,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/初步数据.xlsx,2000.0,2023.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet1__dc716806,data_processed/english/dataset__Sheet1__dc716806_en.csv,data_processed/chinese/dataset__Sheet1__dc716806_cn.csv,41,3,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/数据.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet1__ead5ceda,data_processed/english/dataset__Sheet1__ead5ceda_en.csv,data_processed/chinese/dataset__Sheet1__ead5ceda_cn.csv,53,9,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/数据集  基于光伏发电.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet1__ebc4e7a9,data_processed/english/dataset__Sheet1__ebc4e7a9_en.csv,data_processed/chinese/dataset__Sheet1__ebc4e7a9_cn.csv,24,10,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/降维结果.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet1__efa887f8,data_processed/english/dataset__Sheet1__efa887f8_en.csv,data_processed/chinese/dataset__Sheet1__efa887f8_cn.csv,360,8,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx,2011.0,2022.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet1__f47a183f,data_processed/english/dataset__Sheet1__f47a183f_en.csv,data_processed/chinese/dataset__Sheet1__f47a183f_cn.csv,25,19,source_snapshots/the-data-of-photovoltaic-power-generation/data of Photovoltaic Power Generation/解题数据.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet2__efa887f8,data_processed/english/dataset__Sheet2__efa887f8_en.csv,data_processed/chinese/dataset__Sheet2__efa887f8_cn.csv,33,14,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet3__efa887f8,data_processed/english/dataset__Sheet3__efa887f8_en.csv,data_processed/chinese/dataset__Sheet3__efa887f8_cn.csv,30,14,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet4__efa887f8,data_processed/english/dataset__Sheet4__efa887f8_en.csv,data_processed/chinese/dataset__Sheet4__efa887f8_cn.csv,30,2,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet5__efa887f8,data_processed/english/dataset__Sheet5__efa887f8_en.csv,data_processed/chinese/dataset__Sheet5__efa887f8_cn.csv,29,12,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet6__efa887f8,data_processed/english/dataset__Sheet6__efa887f8_en.csv,data_processed/chinese/dataset__Sheet6__efa887f8_cn.csv,11,12,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet7__efa887f8,data_processed/english/dataset__Sheet7__efa887f8_en.csv,data_processed/chinese/dataset__Sheet7__efa887f8_cn.csv,8,12,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__Sheet8__efa887f8,data_processed/english/dataset__Sheet8__efa887f8_en.csv,data_processed/chinese/dataset__Sheet8__efa887f8_cn.csv,8,12,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__data__7a5e88dc,data_processed/english/dataset__data__7a5e88dc_en.csv,data_processed/chinese/dataset__data__7a5e88dc_cn.csv,48,21,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/熵值法/中部六省数据.dta,2013.0,2020.0,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__dataset__0eb92548,data_processed/english/dataset__dataset__0eb92548_en.csv,data_processed/chinese/dataset__dataset__0eb92548_cn.csv,1,1,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/所有省级矩阵汇总(按需自取).xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__dataset__32616bcb,data_processed/english/dataset__dataset__32616bcb_en.csv,data_processed/chinese/dataset__dataset__32616bcb_cn.csv,278,279,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/空间杜宾模型/更新空间杜宾实证代码/赠送的部分地级市矩阵/中国各城市空间权重矩阵.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
dataset__dataset__efa887f8,data_processed/english/dataset__dataset__efa887f8_en.csv,data_processed/chinese/dataset__dataset__efa887f8_cn.csv,9,13,source_snapshots/DEI-CEI/耦合协调度计算结果.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
learn_error__data__44ea38fd,data_processed/english/learn_error__data__44ea38fd_en.csv,data_processed/chinese/learn_error__data__44ea38fd_cn.csv,500,2,source_snapshots/the-data-of-Spatiotemporal-Evolution-and-Influencing-Factors-of-Regional-Resilience-in-China/catboost_info/learn_error.tsv,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
markov_3__Sheet1__a9e16482,data_processed/english/markov_3__Sheet1__a9e16482_en.csv,data_processed/chinese/markov_3__Sheet1__a9e16482_cn.csv,13,7,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/3类/markov结果（3）.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
markov_4__Sheet1__789df13e,data_processed/english/markov_4__Sheet1__789df13e_en.csv,data_processed/chinese/markov_4__Sheet1__789df13e_cn.csv,21,8,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/4类/markov结果（4）.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
markov_5__Sheet1__ba79dc1f,data_processed/english/markov_5__Sheet1__ba79dc1f_en.csv,data_processed/chinese/markov_5__Sheet1__ba79dc1f_cn.csv,31,9,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/04-Markov链/5类/markov结果（5）.xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
opponent_features__data__d67b9819,data_processed/english/opponent_features__data__d67b9819_en.csv,data_processed/chinese/opponent_features__data__d67b9819_cn.csv,48,14,source_snapshots/kaggriculture/opponent_features.csv,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
or_2010-2023_1__Sheet1__06a9d207,data_processed/english/or_2010-2023_1__Sheet1__06a9d207_en.csv,data_processed/chinese/or_2010-2023_1__Sheet1__06a9d207_cn.csv,434,6,source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/政府干预程度_20250521_164937/政府干预程度or支持力度2010-2023.xlsx; source_snapshots/Digital-Economy-on-Regional-Green-Total-Factor-Productivity/政府干预程度_20250521_164937/政府干预程度or支持力度2010-2023(1).xlsx,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
round10__data__ebdcc80c,data_processed/english/round10__data__ebdcc80c_en.csv,data_processed/chinese/round10__data__ebdcc80c_cn.csv,8,4,source_snapshots/kaggriculture/scores/round10.csv,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
round1__data__03bbc1bd,data_processed/english/round1__data__03bbc1bd_en.csv,data_processed/chinese/round1__data__03bbc1bd_cn.csv,8,4,source_snapshots/kaggriculture/scores/round1.csv,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
round2__data__88baccac,data_processed/english/round2__data__88baccac_en.csv,data_processed/chinese/round2__data__88baccac_cn.csv,8,4,source_snapshots/kaggriculture/scores/round2.csv,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
round3__data__22551dfa,data_processed/english/round3__data__22551dfa_en.csv,data_processed/chinese/round3__data__22551dfa_cn.csv,8,4,source_snapshots/kaggriculture/scores/round3.csv,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
round4__data__0cfd0186,data_processed/english/round4__data__0cfd0186_en.csv,data_processed/chinese/round4__data__0cfd0186_cn.csv,8,4,source_snapshots/kaggriculture/scores/round4.csv,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
round5__data__a3637fe7,data_processed/english/round5__data__a3637fe7_en.csv,data_processed/chinese/round5__data__a3637fe7_cn.csv,8,4,source_snapshots/kaggriculture/scores/round5.csv,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
round6__data__0dc2c953,data_processed/english/round6__data__0dc2c953_en.csv,data_processed/chinese/round6__data__0dc2c953_cn.csv,8,4,source_snapshots/kaggriculture/scores/round6.csv,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
round7__data__765b6c90,data_processed/english/round7__data__765b6c90_en.csv,data_processed/chinese/round7__data__765b6c90_cn.csv,8,4,source_snapshots/kaggriculture/scores/round7.csv,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
round8__data__bd1d5ca5,data_processed/english/round8__data__bd1d5ca5_en.csv,data_processed/chinese/round8__data__bd1d5ca5_cn.csv,8,4,source_snapshots/kaggriculture/scores/round8.csv,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
round9__data__8c9236ba,data_processed/english/round9__data__8c9236ba_en.csv,data_processed/chinese/round9__data__8c9236ba_cn.csv,8,4,source_snapshots/kaggriculture/scores/round9.csv,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
submission__data__bf58833d,data_processed/english/submission__data__bf58833d_en.csv,data_processed/chinese/submission__data__bf58833d_cn.csv,1,5,source_snapshots/kaggriculture/submission.csv,,,observed_from_file; no forward fill,2026-09-18T14:47:20Z
